movieId,avgRating,agreeCount,title,genres,
1,4.70833333333,12,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1019,4.23076923077,13,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi
1022,4.42307692308,13,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance
1028,4.58333333333,12,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1029,4.92307692308,13,Dumbo (1941),Animation|Children|Drama|Musical
1035,4.35714285714,14,"Sound of Music, The (1965)",Musical|Romance
1036,4.42857142857,14,Die Hard (1988),Action|Crime|Thriller
105,4.54545454545,11,"Bridges of Madison County, The (1995)",Drama|Romance
1057,4.7,10,Everyone Says I Love You (1996),Comedy|Musical|Romance
1059,4.04545454545,11,William Shakespeare's Romeo + Juliet (1996),Drama|Romance
1077,4.5,10,Sleeper (1973),Comedy|Sci-Fi
1079,4.64285714286,14,"Fish Called Wanda, A (1988)",Comedy|Crime
1080,4.61538461538,13,Monty Python's Life of Brian (1979),Comedy
1084,4.66666666667,15,Bonnie and Clyde (1967),Crime|Drama
1086,4.42307692308,13,Dial M for Murder (1954),Crime|Mystery|Thriller
1089,4.53571428571,14,Reservoir Dogs (1992),Crime|Mystery|Thriller
1090,4.76666666667,15,Platoon (1986),Drama|War
1094,4.34615384615,13,"Crying Game, The (1992)",Drama|Romance|Thriller
1095,4.68181818182,11,Glengarry Glen Ross (1992),Drama
1096,4.5,10,Sophie's Choice (1982),Drama
1097,4.85714285714,14,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi
11,4.34615384615,13,"American President, The (1995)",Comedy|Drama|Romance
110,4.03571428571,14,Braveheart (1995),Action|Drama|War
1103,4.75,12,Rebel Without a Cause (1955),Drama
1104,4.96153846154,13,"Streetcar Named Desire, A (1951)",Drama
111,4.76666666667,15,Taxi Driver (1976),Crime|Drama|Thriller
1120,4.45454545455,11,"People vs. Larry Flynt, The (1996)",Comedy|Drama
1124,4.5,13,On Golden Pond (1981),Drama
1127,4.33333333333,15,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1131,4.68181818182,11,Jean de Florette (1986),Drama|Mystery
1132,4.72727272727,11,Manon of the Spring (Manon des sources) (1986),Drama
1136,4.6,15,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1172,5.0,14,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama
1178,4.8,10,Paths of Glory (1957),Drama|War
1179,4.55,10,"Grifters, The (1990)",Crime|Drama|Film-Noir
1183,4.36666666667,15,"English Patient, The (1996)",Drama|Romance|War
1185,4.5,11,My Left Foot (1989),Drama
1186,4.31818181818,11,"Sex, Lies, and Videotape (1989)",Drama
1193,4.96666666667,15,One Flew Over the Cuckoo's Nest (1975),Drama
1196,4.73333333333,15,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1197,4.23333333333,15,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1198,4.78571428571,14,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1199,4.30769230769,13,Brazil (1985),Fantasy|Sci-Fi
1200,4.53571428571,14,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1201,4.5,14,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1203,4.96666666667,15,12 Angry Men (1957),Drama
1204,4.73333333333,15,Lawrence of Arabia (1962),Adventure|Drama|War
1206,4.66666666667,15,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1207,4.82142857143,14,To Kill a Mockingbird (1962),Drama
1208,4.7,15,Apocalypse Now (1979),Action|Drama|War
1210,4.33333333333,15,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1212,4.65384615385,13,"Third Man, The (1949)",Film-Noir|Mystery|Thriller
1213,4.92857142857,14,Goodfellas (1990),Crime|Drama
1214,4.42857142857,14,Alien (1979),Horror|Sci-Fi
1217,4.53846153846,13,Ran (1985),Drama|War
1219,4.96666666667,15,Psycho (1960),Crime|Horror
1220,4.20833333333,12,"Blues Brothers, The (1980)",Action|Comedy|Musical
1221,4.96428571429,14,"Godfather: Part II, The (1974)",Crime|Drama
1222,4.76666666667,15,Full Metal Jacket (1987),Drama|War
1224,4.19230769231,13,Henry V (1989),Action|Drama|Romance|War
1225,4.63333333333,15,Amadeus (1984),Drama
1226,4.95,10,"Quiet Man, The (1952)",Drama|Romance
1227,4.0,10,Once Upon a Time in America (1984),Crime|Drama
1228,4.82142857143,14,Raging Bull (1980),Drama
1230,4.92857142857,14,Annie Hall (1977),Comedy|Romance
1231,4.8,10,"Right Stuff, The (1983)",Drama
1233,4.56666666667,15,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1234,4.60714285714,14,"Sting, The (1973)",Comedy|Crime
1238,4.45,10,Local Hero (1983),Comedy
1240,4.25,14,"Terminator, The (1984)",Action|Sci-Fi|Thriller
1242,4.93333333333,15,Glory (1989),Drama|War
1244,4.76923076923,13,Manhattan (1979),Comedy|Drama|Romance
1245,4.35,10,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller
1246,4.3,15,Dead Poets Society (1989),Drama
1247,5.0,15,"Graduate, The (1967)",Comedy|Drama|Romance
1248,4.46153846154,13,Touch of Evil (1958),Crime|Film-Noir|Thriller
1250,4.92857142857,14,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War
1251,4.4,10,8 1/2 (8½) (1963),Drama|Fantasy
1252,4.93333333333,15,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1253,4.5,11,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller
1254,4.75,14,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western
1256,4.41666666667,12,Duck Soup (1933),Comedy|Musical|War
1258,4.13333333333,15,"Shining, The (1980)",Horror
1259,4.53333333333,15,Stand by Me (1986),Adventure|Drama
1262,4.67857142857,14,"Great Escape, The (1963)",Action|Adventure|Drama|War
1263,4.73333333333,15,"Deer Hunter, The (1978)",Drama|War
1265,4.60714285714,14,Groundhog Day (1993),Comedy|Fantasy|Romance
1266,4.42857142857,14,Unforgiven (1992),Drama|Western
1267,4.7,15,"Manchurian Candidate, The (1962)",Crime|Thriller|War
1269,4.31818181818,11,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1270,4.56666666667,15,Back to the Future (1985),Adventure|Comedy|Sci-Fi
1271,4.20833333333,12,Fried Green Tomatoes (1991),Comedy|Crime|Drama
1272,4.66666666667,15,Patton (1970),Drama|War
1276,4.61538461538,13,Cool Hand Luke (1967),Drama
1278,4.14285714286,14,Young Frankenstein (1974),Comedy|Fantasy
1280,4.77272727273,11,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama
1281,4.625,12,"Great Dictator, The (1940)",Comedy|Drama|War
1282,4.36666666667,15,Fantasia (1940),Animation|Children|Fantasy|Musical
1283,4.76923076923,13,High Noon (1952),Drama|Western
1284,4.84615384615,13,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
1285,4.08333333333,12,Heathers (1989),Comedy
1287,4.7,15,Ben-Hur (1959),Action|Adventure|Drama
1288,4.54166666667,12,This Is Spinal Tap (1984),Comedy
1291,4.5,15,Indiana Jones and the Last Crusade (1989),Action|Adventure
1293,4.53333333333,15,Gandhi (1982),Drama
1299,4.78571428571,14,"Killing Fields, The (1984)",Drama|War
1301,4.59090909091,11,Forbidden Planet (1956),Drama|Sci-Fi
1302,4.875,12,Field of Dreams (1989),Children|Drama|Fantasy
1303,4.35,10,"Man Who Would Be King, The (1975)",Adventure|Drama
1304,4.86666666667,15,Butch Cassidy and the Sundance Kid (1969),Action|Western
1307,4.66666666667,15,When Harry Met Sally... (1989),Comedy|Romance
1321,4.11538461538,13,"American Werewolf in London, An (1981)",Comedy|Horror|Thriller
