1,12
2,13
3,11
4,8
5,9
6,11
7,12
8,1
9,1
10,13
11,13
12,6
13,5
14,11
15,6
16,12
17,11
18,6
19,7
20,9
21,13
22,10
23,7
24,5
25,14
26,7
27,1
28,6
29,5
30,3
31,6
32,14
34,15
35,5
36,15
38,2
39,10
40,5
41,12
42,2
32811,1
44,5
45,11
46,5
47,15
48,8
49,1
50,15
52,8
53,2
54,1
55,5
32825,1
58,11
60,9
61,5
62,13
63,2
64,3
65,4
67,2
69,4
70,7
71,1
72,3
73,11
74,2
75,1
32844,2
77,1
78,4
32781,1
80,2
81,4
82,9
32851,1
84,2
32853,3
86,9
87,3
88,4
89,8
92,9
93,6
32862,3
65631,2
96,2
97,3
32866,1
99,2
100,8
101,4
102,3
103,5
104,10
105,11
65642,2
107,5
110,14
111,15
112,4
113,5
114,4
65651,1
116,4
117,4
118,2
121,5
122,1
123,4
124,3
125,6
126,1
129,2
32898,2
131,3
132,7
135,7
137,2
138,4
140,5
141,13
144,7
145,8
146,1
147,6
148,4
149,4
150,15
151,15
152,5
153,14
154,9
155,4
156,3
157,6
158,8
159,5
160,13
161,14
162,10
163,10
164,9
165,13
166,3
168,10
169,2
170,9
171,3
172,8
173,10
175,10
176,7
177,5
178,2
179,4
180,4
182,4
183,3
184,3
185,10
186,7
187,3
188,6
190,6
191,4
193,4
194,8
195,5
196,14
197,4
198,7
199,6
200,1
201,2
202,3
203,8
204,6
205,5
206,1
207,8
208,13
209,2
210,4
211,6
213,5
214,7
215,8
216,4
217,1
218,5
219,2
32988,1
222,10
223,9
224,10
225,10
227,3
228,3
229,7
230,10
231,12
232,11
233,3
234,6
235,14
236,9
237,8
238,4
239,4
240,2
241,2
242,2
245,4
246,11
247,12
249,5
251,1
252,10
253,13
254,4
256,12
257,6
258,2
259,5
260,15
261,10
262,11
263,1
264,1
265,11
266,14
267,1
268,3
269,1
270,6
271,6
272,13
273,11
274,1
275,6
276,7
277,5
278,3
279,7
280,6
281,8
282,8
33051,1
287,3
288,11
289,5
290,10
291,1
292,13
293,9
294,6
295,2
296,15
297,4
298,2
299,4
300,13
301,1
302,6
303,11
304,4
305,3
306,12
307,10
308,10
309,2
313,1
314,10
315,6
316,14
317,7
318,15
319,6
320,3
321,3
322,10
324,2
326,5
327,2
328,3
329,13
330,3
331,4
332,3
333,4
334,6
335,3
337,13
338,9
339,12
340,5
342,13
57,6
344,10
345,12
346,5
347,5
348,11
349,14
350,14
351,5
352,3
353,10
354,3
355,9
356,15
357,13
33126,3
359,4
360,5
361,5
362,3
363,5
364,11
365,4
366,4
367,14
33136,2
369,2
33138,3
371,6
372,11
373,7
374,5
375,2
376,11
377,14
378,2
379,4
380,14
381,9
382,12
383,9
384,3
385,4
33154,5
387,2
388,3
389,3
33158,2
392,1
33162,4
33166,10
402,1
33171,2
405,2
406,2
407,9
408,5
410,12
412,10
413,4
414,2
415,8
416,5
417,2
418,6
419,2
420,9
421,3
422,4
423,7
424,2
425,6
426,8
427,4
428,12
429,2
431,11
432,12
33201,1
434,11
435,9
436,7
437,3
438,1
440,15
441,7
442,11
444,3
446,11
447,3
448,7
449,1
450,4
451,5
452,1
453,1
454,14
455,7
456,7
457,15
458,7
459,6
460,2
462,3
463,4
464,4
465,6
466,11
468,8
33237,3
471,11
472,5
474,14
475,14
477,6
478,3
479,4
480,14
481,9
482,5
483,6
485,9
486,2
487,1
488,5
489,6
490,8
491,7
492,7
493,4
494,11
495,1
497,11
498,2
499,4
500,14
501,3
502,3
503,2
504,6
505,4
506,2
507,10
508,15
509,15
510,3
85,10
512,6
513,4
514,5
515,14
516,3
517,11
518,6
519,8
520,9
521,4
522,4
523,4
524,6
527,15
528,2
529,10
530,2
531,11
532,11
533,3
534,10
535,8
536,4
537,7
538,8
539,14
540,8
541,15
542,1
543,4
33312,3
546,5
547,3
548,3
549,4
550,3
551,9
552,8
33321,1
554,3
555,8
556,4
558,2
561,1
562,8
563,3
564,3
565,5
566,3
567,1
568,1
569,2
570,1
571,4
33342,1
575,4
577,4
580,4
581,7
66118,1
584,1
585,7
586,13
587,14
588,12
589,14
33358,3
592,15
593,15
594,15
595,14
596,14
597,13
599,10
600,4
602,2
603,4
605,7
606,3
607,2
608,15
610,3
611,4
612,4
613,4
614,2
615,4
616,8
617,2
618,2
619,1
66156,1
621,4
626,2
627,6
628,10
